,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,0.9352634803921566,1.421376393694733,1.1496783088235292,1.2710803537101112,0.7746545908434099,0.5765121702280976,0.6708748075016325,0.6437532029259293,0.7233430354179704,0.642463739174832,0.6944677859961704,0.6583890796368712,3.3114276960784306,6.203383314109958,4.822411151960783,5.218392925797769,0.14201357385737307,0.11753321339602477,0.13240068223741314,0.11918137078262712,0.3768468838366228,0.34283117331424917,0.36386904545098797,0.34522654993877155,real
1,0.9801011029411765,1.5074509803921579,1.2203584558823533,1.3677970011534026,0.7634053891926861,0.5430473953831855,0.6436072103743101,0.6076630237007159,0.7110814861432835,0.6274881449769298,0.6821541455574223,0.6400830544239461,3.5081648284313727,6.753217993079586,5.270113357843138,5.798277585544022,0.14370339305251437,0.11749006978506629,0.13376030346651535,0.1180732976300335,0.37908230379762436,0.3427682450068359,0.3657325572963328,0.34361795300891,real
2,0.95405943627451,1.5456516724336788,1.2464001225490196,1.4231910803537104,0.7799607946032138,0.5425861558240054,0.6367256476034916,0.5942827037253826,0.719576814233551,0.6263613708935103,0.6878520466375677,0.6388840300508121,3.4214001225490205,7.093640907343328,5.636933210784314,6.291810841983853,0.15066453968181562,0.12046574438808245,0.13868273062231173,0.12071737161985287,0.3881553035600771,0.3470817546170966,0.3724013031963123,0.3474440553813705,real
3,0.9464154411764708,1.4071818531334104,1.1465992647058818,1.280384467512495,0.7710522220688891,0.5748030861618801,0.6647109017570935,0.6344062065791002,0.7191036433941929,0.6473477296739663,0.6982555523233507,0.6580775419957996,3.347212009803922,6.196047673971551,4.888449754901958,5.327566320645906,0.15697276020453377,0.13241418204721486,0.15018665963436537,0.13256700411414238,0.3961978801111053,0.3638875953467154,0.3875392362514606,0.36409752006041235,real
4,1.1732383578431371,1.9395924644367548,1.6041973039215685,1.6394463667820074,0.7225461568615839,0.42505494854972,0.5416616131742987,0.5469386799811284,0.6677912200154308,0.5496297987947083,0.6062755153593172,0.584785517879432,4.454733455882353,9.20981161091888,7.331954656862745,7.257531718569783,0.12496821056279436,0.09132483933588965,0.10407824934651785,0.09620155569657136,0.353508430681355,0.30219999890120725,0.322611607581807,0.31016375625880493,real
5,0.9883731617647057,1.5138177623990767,1.2304074754901961,1.377547097270281,0.7632332267676781,0.5506043974194725,0.6491866081919149,0.6139963143518207,0.7092203289220479,0.6224769786617943,0.6761058645858062,0.6333648294836978,3.545542279411764,6.7072356785851595,5.230989583333334,5.761122645136486,0.1342016576923163,0.11033590316089643,0.12423627466937297,0.10951629930877146,0.3663354442206163,0.33216848610441124,0.352471665058871,0.3309324694084451,real
6,0.955453431372549,1.4460899653979238,1.1631587009803919,1.3032372164552095,0.7667405601736125,0.5631970926815684,0.6603041570159869,0.6281116726064515,0.7188265851941241,0.6389557902608178,0.694583315461289,0.6529694902060463,3.409834558823529,6.36712033833141,4.95185355392157,5.421007304882738,0.15449189757714124,0.12871297346523775,0.14589767708314558,0.12984461262865657,0.393054573281041,0.3587659034318029,0.3819655443664331,0.36033957960326335,real
7,1.4173713235294119,2.1995693963860052,1.824463848039216,1.9733025759323333,0.6393862756140788,0.3131881071872619,0.4521885579769849,0.41903378673418595,0.6083319831509713,0.4921324503886687,0.5538370803554085,0.508286057633829,5.541605392156862,10.525167243367935,8.388189338235291,8.903129565551707,0.0843894343099334,0.05944419709037471,0.06827307044428521,0.0593810615235231,0.2904985960550126,0.243811806708319,0.26129116028730326,0.24368229628662624,real
8,1.0224417892156865,1.656439830834294,1.3700520833333338,1.5071895424836592,0.7556779210543362,0.4921171772152491,0.5928893512697176,0.5608975412108639,0.6986070274301786,0.5993821493760432,0.6517721851268025,0.6121998147766516,3.6692861519607862,7.6097193387158795,6.099892769607845,6.57911572472126,0.11703206427140408,0.08981001486873784,0.1023216273957883,0.09045177046476516,0.34209949469621276,0.29968319083448414,0.31987751936606656,0.30075200824726867,real
9,0.9536917892156863,1.4937178008458283,1.2659620098039215,1.3484198385236446,0.7709319560125699,0.5397908541905674,0.6213781857356876,0.6062149360252591,0.717241842442156,0.6365212910416247,0.6785595352639036,0.6498349652914275,3.397043504901962,6.801860822760474,5.599816176470587,5.820207612456745,0.17015950380037134,0.14113490209677432,0.1561776865981533,0.1420700376529832,0.41250394398159557,0.37567925428052895,0.39519322691330794,0.3769217924888175,real
